id_number,Nat,Edad,coding
341,,-1,X_X_MID
1490,PAR,44,P_1980_LOWER
2142,arg,-1,A_X_LOWER
1941,Brasil,65,B_1959_MID
241,Uruguay,18,U_2006_MID
968,URU,36,U_1988_UPPER
3211,PAR,69,P_1955_MID
4008,chile,-1,C_X_LOWER
3949,argentina,68,A_1956_MID
3636,Chile,78,C_1946_UPPER
1834,CH,-1,C_X_MID
4880,,56,X_1968_LOWER
2205,México,46,M_1978_UPPER
1722,México,37,M_1987_UPPER
2584,uruguay,36,U_1988_MID
1383,CH,-1,C_X_LOWER
2159,Chile,42,C_1982_MID
2972,,49,X_1975_MID
818,arg,45,A_1979_LOWER
4777,arg,38,A_1986_MID
342,uruguay,53,U_1971_UPPER
4228,Mexico,48,M_1976_MID
1784,argentina,55,A_1969_UPPER
461,Argentina,45,A_1979_MID
4883,México,29,M_1995_MID
1286,URU,62,U_1962_MID
3828,MEX,67,M_1957_UPPER
924,argentina,57,A_1967_LOWER
1975,Brasil,50,B_1974_UPPER
2008,Mexico,-1,M_X_UPPER
769,México,67,M_1957_UPPER
4764,Paraguay,49,P_1975_LOWER
3618,PAR,35,P_1989_UPPER
1090,Uruguay,60,U_1964_MID
4014,Argentina,45,A_1979_LOWER
4565,MEX,41,M_1983_UPPER
4817,Paraguay,60,P_1964_LOWER
4875,chile,71,C_1953_UPPER
4329,Uruguay,60,U_1964_MID
1758,URU,-1,U_X_LOWER
4301,Chile,43,C_1981_MID
4145,Mexico,54,M_1970_UPPER
4744,chile,63,C_1961_UPPER
370,Uruguay,44,U_1980_MID
401,argentina,37,A_1987_MID
2208,MEX,70,M_1954_MID
2239,arg,80,A_1944_LOWER
4485,PAR,49,P_1975_UPPER
1625,chile,-1,C_X_LOWER
4225,Uruguay,30,U_1994_MID
4220,México,70,M_1954_UPPER
4890,Uruguay,-1,U_X_LOWER
525,Brasil,28,B_1996_LOWER
869,Mexico,69,M_1955_UPPER
194,argentina,41,A_1983_UPPER
605,uruguay,33,U_1991_LOWER
583,Brasil,30,B_1994_LOWER
1010,Uruguay,27,U_1997_MID
1950,uruguay,55,U_1969_MID
4433,PAR,53,P_1971_LOWER
1478,MEX,66,M_1958_UPPER
2684,,67,X_1957_MID
951,Brasil,53,B_1971_UPPER
1574,México,50,M_1974_LOWER
2579,BRA,47,B_1977_LOWER
4670,Argentina,84,A_1940_LOWER
1259,CH,73,C_1951_LOWER
1520,BRA,79,B_1945_UPPER
2363,Uruguay,27,U_1997_LOWER
4235,Brasil,40,B_1984_MID
2880,BRA,65,B_1959_MID
4999,PAR,59,P_1965_LOWER
3202,Mexico,31,M_1993_LOWER
765,chile,39,C_1985_LOWER
3055,Argentina,-1,A_X_LOWER
2292,URU,53,U_1971_LOWER
3803,MEX,66,M_1958_UPPER
2283,Mexico,38,M_1986_LOWER
8,BRA,73,B_1951_UPPER
3722,Brasil,79,B_1945_UPPER
78,Uruguay,65,U_1959_MID
3735,MEX,36,M_1988_MID
2140,Chile,84,C_1940_LOWER
137,Brasil,75,B_1949_UPPER
1879,PAR,37,P_1987_LOWER
2796,argentina,39,A_1985_UPPER
4313,México,28,M_1996_LOWER
2524,Argentina,70,A_1954_LOWER
4894,MEX,44,M_1980_UPPER
3205,Paraguay,-1,P_X_LOWER
1337,arg,82,A_1942_LOWER
4222,Argentina,-1,A_X_LOWER
1381,uruguay,64,U_1960_LOWER
2666,uruguay,48,U_1976_UPPER
2083,Paraguay,73,P_1951_LOWER
3518,argentina,84,A_1940_UPPER
659,Paraguay,45,P_1979_LOWER
4474,URU,33,U_1991_LOWER
2657,Paraguay,53,P_1971_UPPER
4760,BRA,64,B_1960_LOWER
1032,CH,-1,C_X_LOWER
565,,72,X_1952_UPPER
3062,chile,77,C_1947_UPPER
2182,Chile,66,C_1958_LOWER
1514,BRA,37,B_1987_LOWER
2074,BRA,72,B_1952_UPPER
634,Mexico,45,M_1979_MID
4617,arg,38,A_1986_LOWER
358,argentina,69,A_1955_UPPER
88,chile,42,C_1982_MID
2097,MEX,64,M_1960_LOWER
1967,chile,81,C_1943_UPPER
4956,,49,X_1975_UPPER
4554,arg,40,A_1984_LOWER
4276,Chile,78,C_1946_LOWER
4508,Mexico,62,M_1962_MID
1938,PAR,51,P_1973_UPPER
1045,Uruguay,36,U_1988_MID
620,arg,78,A_1946_UPPER
4576,CH,80,C_1944_LOWER
3355,CH,84,C_1940_UPPER
288,Brasil,53,B_1971_UPPER
1762,Brasil,37,B_1987_MID
2108,argentina,-1,A_X_LOWER
3582,,-1,X_X_LOWER
902,Brazil,33,B_1991_MID
3046,uruguay,59,U_1965_UPPER
44,PAR,72,P_1952_LOWER
1749,arg,-1,A_X_LOWER
3721,Chile,45,C_1979_LOWER
4700,,44,X_1980_LOWER
2118,argentina,41,A_1983_LOWER
1858,Chile,57,C_1967_LOWER
2682,argentina,69,A_1955_UPPER
571,MEX,32,M_1992_LOWER
4787,argentina,57,A_1967_UPPER
3012,MEX,-1,M_X_LOWER
1178,PAR,64,P_1960_MID
1308,arg,-1,A_X_MID
946,Chile,-1,C_X_LOWER
278,Mexico,-1,M_X_LOWER
2709,Brasil,57,B_1967_LOWER
4918,chile,83,C_1941_LOWER
3135,argentina,36,A_1988_UPPER
2350,uruguay,-1,U_X_MID
970,PAR,44,P_1980_UPPER
2623,CH,-1,C_X_LOWER
4049,arg,80,A_1944_LOWER
2375,Argentina,43,A_1981_MID
4494,argentina,60,A_1964_MID
1158,URU,55,U_1969_UPPER
28,CH,81,C_1943_UPPER
4749,Brazil,55,B_1969_UPPER
1492,Brasil,67,B_1957_UPPER
4193,argentina,82,A_1942_UPPER
2460,argentina,53,A_1971_LOWER
1390,Brazil,74,B_1950_UPPER
3094,URU,72,U_1952_UPPER
1869,URU,79,U_1945_UPPER
3273,México,-1,M_X_LOWER
1198,argentina,76,A_1948_UPPER
3914,uruguay,-1,U_X_LOWER
4557,Uruguay,47,U_1977_LOWER
3762,BRA,45,B_1979_LOWER
2,Paraguay,70,P_1954_LOWER
4393,argentina,44,A_1980_UPPER
1066,MEX,52,M_1972_MID
2625,chile,70,C_1954_UPPER
4984,URU,42,U_1982_LOWER
2707,BRA,47,B_1977_UPPER
443,PAR,38,P_1986_MID
3246,Uruguay,68,U_1956_MID
645,Uruguay,53,U_1971_MID
3428,chile,74,C_1950_UPPER
3200,CH,82,C_1942_UPPER
644,Brasil,67,B_1957_UPPER
4328,Mexico,31,M_1993_LOWER
1096,,62,X_1962_UPPER
2893,Paraguay,58,P_1966_MID
3835,Brazil,71,B_1953_UPPER
19,Chile,58,C_1966_UPPER
3859,,74,X_1950_UPPER
2729,uruguay,56,U_1968_MID
328,Paraguay,-1,P_X_MID
3510,Mexico,36,M_1988_MID
251,arg,80,A_1944_MID
4629,Brazil,54,B_1970_UPPER
2419,chile,54,C_1970_LOWER
2052,México,35,M_1989_LOWER
2262,uruguay,47,U_1977_LOWER
363,Chile,51,C_1973_MID
3941,chile,39,C_1985_LOWER
1638,chile,55,C_1969_LOWER
1042,BRA,38,B_1986_LOWER
182,Brazil,-1,B_X_LOWER
1401,Brazil,60,B_1964_UPPER
4186,argentina,-1,A_X_MID
974,PAR,42,P_1982_MID
2427,CH,82,C_1942_UPPER
4634,uruguay,62,U_1962_MID
4368,chile,56,C_1968_LOWER
1417,Paraguay,75,P_1949_MID
2807,MEX,72,M_1952_LOWER
1636,CH,85,C_1939_UPPER
4644,Uruguay,38,U_1986_MID
331,Argentina,72,A_1952_MID
3225,MEX,58,M_1966_MID
574,MEX,39,M_1985_UPPER
2395,MEX,71,M_1953_UPPER
2003,PAR,65,P_1959_LOWER
1028,BRA,33,B_1991_LOWER
2758,CH,-1,C_X_LOWER
469,uruguay,53,U_1971_MID
1214,Brasil,42,B_1982_MID
3911,Brazil,66,B_1958_UPPER
2266,Brasil,30,B_1994_LOWER
3454,uruguay,70,U_1954_UPPER
2072,arg,73,A_1951_LOWER
4657,BRA,46,B_1978_MID
4511,MEX,43,M_1981_MID
1805,México,-1,M_X_LOWER
1017,Brazil,64,B_1960_UPPER
3458,arg,46,A_1978_LOWER
4177,Uruguay,53,U_1971_MID
3119,BRA,39,B_1985_LOWER
254,Uruguay,39,U_1985_MID
3257,Mexico,77,M_1947_MID
2116,Paraguay,-1,P_X_LOWER
4002,CH,45,C_1979_MID
3603,PAR,78,P_1946_UPPER
4298,chile,77,C_1947_MID
2672,Paraguay,34,P_1990_LOWER
2425,Paraguay,50,P_1974_LOWER
1988,CH,60,C_1964_MID
4869,arg,80,A_1944_UPPER
1797,Brazil,25,B_1999_LOWER
2241,Argentina,49,A_1975_MID
849,chile,48,C_1976_UPPER
3849,chile,-1,C_X_LOWER
4728,Paraguay,-1,P_X_LOWER
3254,argentina,48,A_1976_LOWER
1422,Brasil,39,B_1985_MID
2240,Brasil,-1,B_X_MID
2229,MEX,-1,M_X_LOWER
2009,Argentina,-1,A_X_LOWER
307,URU,74,U_1950_LOWER
1182,Mexico,38,M_1986_UPPER
690,Mexico,-1,M_X_LOWER
3358,México,54,M_1970_MID
4290,BRA,56,B_1968_MID
1444,Brazil,42,B_1982_UPPER
3896,uruguay,31,U_1993_LOWER
874,Chile,69,C_1955_UPPER
4859,Paraguay,30,P_1994_LOWER
1963,chile,52,C_1972_MID
2658,Brasil,63,B_1961_LOWER
3690,chile,81,C_1943_LOWER
4140,CH,38,C_1986_MID
4650,uruguay,-1,U_X_LOWER
3538,argentina,41,A_1983_LOWER
2028,México,60,M_1964_UPPER
2277,Argentina,51,A_1973_UPPER
1828,arg,69,A_1955_UPPER
2633,Uruguay,46,U_1978_MID
675,BRA,57,B_1967_MID
861,uruguay,66,U_1958_LOWER
4026,CH,72,C_1952_UPPER
1986,argentina,34,A_1990_LOWER
967,argentina,64,A_1960_UPPER
639,Argentina,66,A_1958_LOWER
2495,PAR,56,P_1968_UPPER
3102,PAR,51,P_1973_LOWER
2144,Argentina,-1,A_X_LOWER
549,PAR,31,P_1993_LOWER
932,México,43,M_1981_MID
1456,uruguay,-1,U_X_LOWER
4488,Mexico,50,M_1974_LOWER
962,MEX,77,M_1947_UPPER
4928,URU,55,U_1969_UPPER
2727,PAR,67,P_1957_UPPER
1668,,40,X_1984_MID
2663,arg,35,A_1989_MID
398,Mexico,39,M_1985_MID
79,BRA,-1,B_X_UPPER
1972,PAR,45,P_1979_MID
1277,México,50,M_1974_LOWER
4320,argentina,-1,A_X_LOWER
1922,URU,67,U_1957_MID
123,chile,49,C_1975_LOWER
633,Argentina,45,A_1979_LOWER
2488,Argentina,54,A_1970_UPPER
3756,México,34,M_1990_LOWER
4738,México,72,M_1952_UPPER
1612,Brasil,64,B_1960_UPPER
4168,uruguay,56,U_1968_UPPER
1976,Paraguay,33,P_1991_LOWER
4776,arg,33,A_1991_LOWER
3170,Brazil,51,B_1973_LOWER
2936,Brasil,32,B_1992_MID
2017,Brazil,64,B_1960_MID
4406,argentina,64,A_1960_MID
582,México,30,M_1994_LOWER
4798,México,29,M_1995_LOWER
1666,Brazil,72,B_1952_MID
2930,Brasil,49,B_1975_LOWER
3111,BRA,41,B_1983_UPPER
4258,MEX,73,M_1951_UPPER
4302,arg,46,A_1978_LOWER
1726,Paraguay,57,P_1967_UPPER
281,Mexico,72,M_1952_UPPER
3556,Chile,45,C_1979_UPPER
1030,arg,69,A_1955_UPPER
2891,MEX,-1,M_X_UPPER
1839,Mexico,75,M_1949_UPPER
4038,Paraguay,58,P_1966_LOWER
3389,arg,77,A_1947_UPPER
4819,PAR,53,P_1971_UPPER
2717,CH,79,C_1945_UPPER
1474,chile,46,C_1978_UPPER
2996,Chile,36,C_1988_MID
1369,URU,29,U_1995_UPPER
345,Paraguay,67,P_1957_LOWER
4961,CH,58,C_1966_UPPER
261,CH,38,C_1986_UPPER
4915,chile,65,C_1959_MID
4036,BRA,45,B_1979_UPPER
1446,Mexico,28,M_1996_LOWER
817,Brasil,53,B_1971_LOWER
4561,URU,57,U_1967_MID
3317,argentina,70,A_1954_MID
3820,,38,X_1986_LOWER
1326,argentina,-1,A_X_MID
3609,México,35,M_1989_UPPER
3661,Brasil,73,B_1951_UPPER
2167,uruguay,68,U_1956_UPPER
518,arg,42,A_1982_LOWER
4695,Mexico,61,M_1963_UPPER
2372,Argentina,57,A_1967_LOWER
2582,Mexico,56,M_1968_LOWER
4162,,78,X_1946_UPPER
4121,Brasil,52,B_1972_LOWER
1021,BRA,39,B_1985_MID
4012,arg,82,A_1942_LOWER
1274,Paraguay,49,P_1975_LOWER
2287,MEX,50,M_1974_LOWER
1331,BRA,63,B_1961_UPPER
3045,chile,48,C_1976_LOWER
3252,PAR,46,P_1978_MID
3750,chile,42,C_1982_LOWER
4326,Brasil,74,B_1950_MID
1889,Argentina,54,A_1970_UPPER
4233,Argentina,77,A_1947_UPPER
80,Uruguay,69,U_1955_MID
4387,URU,35,U_1989_MID
242,Paraguay,32,P_1992_LOWER
3322,uruguay,72,U_1952_UPPER
4676,PAR,68,P_1956_UPPER
3874,MEX,43,M_1981_MID
2490,Chile,60,C_1964_UPPER
3095,Mexico,-1,M_X_LOWER
848,Chile,-1,C_X_UPPER
528,BRA,32,B_1992_LOWER
3908,Brasil,46,B_1978_LOWER
2098,Argentina,47,A_1977_MID
677,BRA,50,B_1974_LOWER
1432,MEX,30,M_1994_MID
2265,arg,75,A_1949_LOWER
305,URU,65,U_1959_UPPER
511,BRA,48,B_1976_UPPER
3718,uruguay,57,U_1967_LOWER
7,Brazil,32,B_1992_UPPER
2899,CH,-1,C_X_MID
3951,Chile,-1,C_X_LOWER
895,Uruguay,39,U_1985_MID
4745,PAR,29,P_1995_UPPER
3412,URU,73,U_1951_MID
2865,BRA,49,B_1975_LOWER
1809,CH,51,C_1973_LOWER
4469,MEX,47,M_1977_MID
3939,Paraguay,49,P_1975_MID
3819,Uruguay,57,U_1967_MID
3829,uruguay,45,U_1979_MID
215,Uruguay,64,U_1960_MID
4917,Brazil,41,B_1983_MID
91,argentina,35,A_1989_UPPER
1360,Chile,40,C_1984_UPPER
2320,Argentina,74,A_1950_UPPER
1796,Uruguay,27,U_1997_LOWER
3417,Argentina,54,A_1970_LOWER
4411,arg,35,A_1989_LOWER
2453,MEX,53,M_1971_UPPER
2568,uruguay,43,U_1981_LOWER
2953,Paraguay,51,P_1973_LOWER
383,Brazil,28,B_1996_LOWER
1155,Argentina,44,A_1980_MID
4563,Chile,63,C_1961_LOWER
3164,PAR,64,P_1960_MID
4949,Uruguay,48,U_1976_MID
2543,Paraguay,37,P_1987_LOWER
2909,Argentina,37,A_1987_MID
4993,BRA,67,B_1957_UPPER
1873,uruguay,61,U_1963_LOWER
2408,Paraguay,66,P_1958_MID
3150,,60,X_1964_UPPER
2521,uruguay,-1,U_X_UPPER
40,Brasil,49,B_1975_UPPER
803,MEX,35,M_1989_LOWER
2762,Chile,57,C_1967_LOWER
3823,Argentina,50,A_1974_LOWER
4129,Paraguay,-1,P_X_MID
4513,Mexico,-1,M_X_LOWER
2687,chile,54,C_1970_UPPER
2677,Argentina,55,A_1969_MID
2509,Brasil,30,B_1994_UPPER
4804,uruguay,33,U_1991_LOWER
1206,,-1,X_X_LOWER
3597,,63,X_1961_MID
1400,CH,85,C_1939_UPPER
266,Mexico,53,M_1971_UPPER
2507,uruguay,53,U_1971_LOWER
4974,México,-1,M_X_MID
3160,URU,43,U_1981_LOWER
3544,PAR,68,P_1956_UPPER
4926,CH,86,C_1938_UPPER
488,Chile,84,C_1940_UPPER
1160,Mexico,64,M_1960_MID
640,arg,-1,A_X_LOWER
2048,arg,79,A_1945_UPPER
2695,arg,40,A_1984_LOWER
3480,PAR,68,P_1956_UPPER
1511,Brazil,-1,B_X_LOWER
395,PAR,-1,P_X_LOWER
586,CH,48,C_1976_MID
256,Paraguay,42,P_1982_LOWER
105,Chile,85,C_1939_LOWER
3996,Chile,41,C_1983_MID
2018,argentina,46,A_1978_MID
3707,Brazil,25,B_1999_MID
661,Mexico,42,M_1982_LOWER
3932,arg,84,A_1940_UPPER
4605,Paraguay,50,P_1974_MID
2434,Brazil,28,B_1996_MID
2324,uruguay,41,U_1983_LOWER
2133,MEX,42,M_1982_MID
3288,Paraguay,30,P_1994_LOWER
4931,PAR,45,P_1979_UPPER
2614,argentina,59,A_1965_UPPER
4478,URU,66,U_1958_UPPER
2505,Brazil,59,B_1965_MID
4947,Paraguay,57,P_1967_LOWER
3645,Mexico,57,M_1967_MID
2905,Chile,48,C_1976_LOWER
4095,México,62,M_1962_LOWER
2483,Argentina,83,A_1941_LOWER
855,Chile,51,C_1973_LOWER
2782,Mexico,79,M_1945_UPPER
4429,BRA,66,B_1958_UPPER
2250,Brazil,69,B_1955_MID
4579,URU,60,U_1964_MID
294,Uruguay,42,U_1982_MID
2966,Brazil,48,B_1976_UPPER
2804,uruguay,46,U_1978_UPPER
3695,arg,67,A_1957_UPPER
4855,Chile,72,C_1952_UPPER
1741,arg,40,A_1984_LOWER
3719,Brazil,-1,B_X_LOWER
2481,,45,X_1979_UPPER
4126,Argentina,83,A_1941_UPPER
2194,Uruguay,69,U_1955_LOWER
2856,Mexico,58,M_1966_LOWER
3938,Paraguay,54,P_1970_LOWER
2392,PAR,36,P_1988_LOWER
654,Uruguay,50,U_1974_MID
1632,Paraguay,64,P_1960_LOWER
3796,BRA,37,B_1987_MID
2329,Mexico,32,M_1992_UPPER
955,Brasil,65,B_1959_MID
1538,uruguay,78,U_1946_UPPER
1550,CH,83,C_1941_UPPER
293,México,56,M_1968_LOWER
4040,arg,77,A_1947_UPPER
1475,argentina,71,A_1953_UPPER
4586,PAR,62,P_1962_MID
1904,Paraguay,-1,P_X_LOWER
1770,Chile,58,C_1966_UPPER
808,Brazil,40,B_1984_UPPER
2928,MEX,49,M_1975_LOWER
1807,México,30,M_1994_LOWER
1704,Brasil,68,B_1956_UPPER
2575,Paraguay,74,P_1950_LOWER
2629,México,78,M_1946_UPPER
3673,Brasil,-1,B_X_MID
606,Argentina,52,A_1972_LOWER
2987,arg,73,A_1951_LOWER
3163,,54,X_1970_LOWER
3136,Argentina,36,A_1988_LOWER
3959,PAR,67,P_1957_UPPER
748,Chile,74,C_1950_UPPER
1835,,73,X_1951_UPPER
1320,chile,65,C_1959_LOWER
2243,uruguay,56,U_1968_MID
4674,argentina,61,A_1963_LOWER
3022,BRA,37,B_1987_MID
18,Paraguay,77,P_1947_MID
2186,URU,78,U_1946_LOWER
908,Mexico,45,M_1979_MID
1288,Brasil,-1,B_X_LOWER
3587,Brazil,38,B_1986_UPPER
2122,Paraguay,62,P_1962_MID
1112,MEX,69,M_1955_UPPER
1229,,-1,X_X_LOWER
2907,Brasil,-1,B_X_LOWER
2785,Chile,-1,C_X_LOWER
3065,chile,70,C_1954_UPPER
4434,Paraguay,28,P_1996_LOWER
2950,uruguay,63,U_1961_MID
700,,73,X_1951_UPPER
1327,Paraguay,32,P_1992_MID
3653,Uruguay,49,U_1975_MID
2339,Brasil,62,B_1962_MID
2659,México,48,M_1976_UPPER
3101,México,48,M_1976_MID
3020,Uruguay,68,U_1956_MID
4090,Chile,68,C_1956_MID
933,MEX,78,M_1946_UPPER
255,argentina,42,A_1982_LOWER
4259,chile,-1,C_X_LOWER
3991,URU,51,U_1973_LOWER
1451,chile,47,C_1977_LOWER
3117,Brasil,32,B_1992_LOWER
2734,Brasil,65,B_1959_UPPER
4241,BRA,71,B_1953_UPPER
1272,Argentina,52,A_1972_MID
2660,Chile,-1,C_X_LOWER
4268,arg,35,A_1989_LOWER
1999,Argentina,51,A_1973_LOWER
1774,BRA,71,B_1953_MID
3333,Uruguay,-1,U_X_MID
830,Brasil,45,B_1979_LOWER
259,uruguay,-1,U_X_MID
2892,BRA,-1,B_X_LOWER
3047,PAR,63,P_1961_UPPER
1872,Chile,62,C_1962_UPPER
4441,URU,33,U_1991_UPPER
155,Mexico,37,M_1987_UPPER
3574,Paraguay,-1,P_X_LOWER
4311,chile,48,C_1976_MID
2932,CH,53,C_1971_LOWER
4531,URU,70,U_1954_UPPER
2308,Mexico,68,M_1956_LOWER
2679,,82,X_1942_UPPER
1542,Brazil,72,B_1952_UPPER
3306,arg,54,A_1970_LOWER
4361,Brazil,55,B_1969_LOWER
4308,México,70,M_1954_UPPER
3917,Brasil,73,B_1951_LOWER
1102,CH,65,C_1959_LOWER
4614,BRA,72,B_1952_UPPER
318,arg,-1,A_X_LOWER
708,URU,68,U_1956_LOWER
2314,Paraguay,53,P_1971_LOWER
3508,México,74,M_1950_UPPER
3018,Brazil,72,B_1952_MID
483,Brasil,53,B_1971_MID
3606,URU,63,U_1961_MID
986,PAR,31,P_1993_MID
1529,Chile,49,C_1975_MID
2825,,-1,X_X_LOWER
386,argentina,47,A_1977_UPPER
3965,Chile,-1,C_X_UPPER
1238,URU,36,U_1988_LOWER
4727,PAR,55,P_1969_UPPER
1498,MEX,62,M_1962_LOWER
3431,Paraguay,56,P_1968_MID
3744,,68,X_1956_LOWER
1689,Brasil,38,B_1986_MID
2340,BRA,71,B_1953_MID
1672,argentina,46,A_1978_UPPER
1541,Brazil,31,B_1993_MID
4826,Brasil,78,B_1946_UPPER
868,,82,X_1942_UPPER
1425,Brasil,31,B_1993_LOWER
852,MEX,-1,M_X_LOWER
4248,CH,78,C_1946_UPPER
3054,Brasil,57,B_1967_UPPER
1899,,42,X_1982_MID
792,Brasil,55,B_1969_UPPER
4769,MEX,45,M_1979_UPPER
4201,BRA,-1,B_X_LOWER
918,URU,-1,U_X_LOWER
1099,Argentina,58,A_1966_LOWER
2986,Argentina,83,A_1941_LOWER
4714,Paraguay,58,P_1966_LOWER
2199,Brazil,36,B_1988_UPPER
1218,MEX,70,M_1954_LOWER
4456,Brasil,72,B_1952_UPPER
1618,uruguay,79,U_1945_UPPER
138,Paraguay,49,P_1975_LOWER
4480,chile,64,C_1960_LOWER
4611,Paraguay,74,P_1950_LOWER
611,uruguay,54,U_1970_UPPER
4297,Mexico,-1,M_X_LOWER
1487,PAR,31,P_1993_MID
2360,uruguay,29,U_1995_LOWER
1923,argentina,50,A_1974_UPPER
1246,Argentina,49,A_1975_LOWER
1462,argentina,68,A_1956_UPPER
4584,PAR,77,P_1947_MID
3971,Mexico,38,M_1986_MID
2166,PAR,51,P_1973_MID
1458,CH,-1,C_X_LOWER
3686,Uruguay,-1,U_X_MID
2138,Argentina,45,A_1979_MID
3586,CH,45,C_1979_MID
4599,PAR,46,P_1978_MID
655,uruguay,37,U_1987_MID
4338,argentina,78,A_1946_MID
4748,CH,39,C_1985_UPPER
1136,URU,73,U_1951_UPPER
2464,Chile,69,C_1955_UPPER
4886,PAR,30,P_1994_LOWER
2795,Paraguay,73,P_1951_MID
3771,Argentina,56,A_1968_MID
575,argentina,-1,A_X_LOWER
4975,Uruguay,63,U_1961_MID
2502,Paraguay,55,P_1969_LOWER
1051,argentina,45,A_1979_MID
3944,arg,66,A_1958_UPPER
4232,Mexico,63,M_1961_MID
486,Chile,47,C_1977_MID
2757,arg,44,A_1980_LOWER
714,uruguay,57,U_1967_LOWER
2713,CH,-1,C_X_MID
3443,,65,X_1959_UPPER
1477,Argentina,54,A_1970_MID
4759,Chile,38,C_1986_LOWER
2215,México,67,M_1957_UPPER
3945,Chile,85,C_1939_UPPER
4108,PAR,58,P_1966_MID
2528,Brazil,49,B_1975_MID
4477,Brazil,41,B_1983_LOWER
4112,PAR,48,P_1976_MID
3374,Chile,72,C_1952_UPPER
1075,México,61,M_1963_UPPER
2971,Mexico,58,M_1966_MID
4801,,73,X_1951_MID
1906,Brasil,39,B_1985_LOWER
2631,MEX,39,M_1985_UPPER
3905,Uruguay,59,U_1965_MID
4227,MEX,75,M_1949_UPPER
4809,Mexico,75,M_1949_UPPER
1850,Brazil,68,B_1956_UPPER
1203,Uruguay,-1,U_X_LOWER
3432,Argentina,74,A_1950_UPPER
1199,Mexico,29,M_1995_UPPER
282,BRA,30,B_1994_LOWER
4829,México,34,M_1990_MID
3354,Brasil,-1,B_X_UPPER
3622,Uruguay,51,U_1973_MID
1266,México,28,M_1996_LOWER
1924,MEX,49,M_1975_UPPER
2901,Mexico,61,M_1963_MID
392,chile,82,C_1942_MID
3539,México,60,M_1964_LOWER
927,chile,65,C_1959_MID
2232,Brasil,47,B_1977_MID
2496,México,28,M_1996_UPPER
1585,argentina,-1,A_X_LOWER
1152,Brasil,63,B_1961_UPPER
4218,PAR,42,P_1982_LOWER
1453,Brazil,58,B_1966_MID
2484,Paraguay,58,P_1966_LOWER
271,uruguay,66,U_1958_UPPER
4704,Chile,47,C_1977_LOWER
3451,uruguay,50,U_1974_UPPER
2530,uruguay,62,U_1962_LOWER
2132,BRA,29,B_1995_LOWER
4181,Paraguay,29,P_1995_LOWER
1547,CH,65,C_1959_MID
4354,Brazil,55,B_1969_MID
4778,Mexico,65,M_1959_UPPER
3132,argentina,64,A_1960_MID
2562,Chile,83,C_1941_UPPER
1959,PAR,-1,P_X_LOWER
3670,Argentina,54,A_1970_LOWER
1650,,37,X_1987_UPPER
2535,Brasil,-1,B_X_UPPER
663,arg,58,A_1966_LOWER
1183,Brazil,40,B_1984_LOWER
4780,MEX,-1,M_X_MID
3338,arg,56,A_1968_LOWER
3890,Uruguay,-1,U_X_MID
4071,uruguay,-1,U_X_LOWER
272,Argentina,75,A_1949_UPPER
1849,Chile,63,C_1961_MID
3362,Argentina,36,A_1988_LOWER
4417,Chile,68,C_1956_MID
641,argentina,42,A_1982_MID
1792,Mexico,53,M_1971_LOWER
4781,Chile,51,C_1973_MID
1570,Mexico,-1,M_X_LOWER
4518,argentina,73,A_1951_UPPER
418,Uruguay,38,U_1986_MID
763,CH,-1,C_X_LOWER
2183,Paraguay,53,P_1971_LOWER
3883,uruguay,57,U_1967_MID
4490,argentina,84,A_1940_LOWER
477,Argentina,-1,A_X_LOWER
2307,Brasil,60,B_1964_LOWER
1648,CH,45,C_1979_UPPER
353,Paraguay,69,P_1955_MID
2380,Mexico,53,M_1971_MID
2087,BRA,71,B_1953_MID
4226,uruguay,-1,U_X_LOWER
3121,Brazil,34,B_1990_LOWER
1357,Paraguay,37,P_1987_LOWER
1495,México,55,M_1969_MID
103,Uruguay,59,U_1965_MID
1860,argentina,53,A_1971_MID
120,Paraguay,77,P_1947_UPPER
1142,México,46,M_1978_UPPER
761,MEX,31,M_1993_LOWER
4954,uruguay,69,U_1955_UPPER
4635,uruguay,29,U_1995_LOWER
3596,México,-1,M_X_MID
725,Brazil,-1,B_X_UPPER
21,Paraguay,-1,P_X_LOWER
3763,México,34,M_1990_MID
3004,Uruguay,30,U_1994_MID
1700,Argentina,63,A_1961_MID
557,chile,38,C_1986_UPPER
2559,uruguay,39,U_1985_UPPER
4693,Mexico,54,M_1970_UPPER
4842,Mexico,64,M_1960_UPPER
2299,MEX,35,M_1989_MID
1115,MEX,65,M_1959_UPPER
4400,Uruguay,28,U_1996_UPPER
4510,CH,82,C_1942_MID
3968,Paraguay,63,P_1961_LOWER
2650,Chile,61,C_1963_UPPER
1956,Brazil,-1,B_X_LOWER
4453,Mexico,70,M_1954_MID
4677,Brasil,75,B_1949_UPPER
1994,argentina,65,A_1959_LOWER
3088,,45,X_1979_MID
3248,BRA,67,B_1957_UPPER
1702,Chile,50,C_1974_UPPER
327,Argentina,52,A_1972_LOWER
4833,Mexico,36,M_1988_UPPER
3233,PAR,72,P_1952_UPPER
846,,56,X_1968_MID
2256,PAR,79,P_1945_UPPER
842,chile,-1,C_X_LOWER
3197,CH,-1,C_X_LOWER
3663,uruguay,79,U_1945_MID
2753,Mexico,31,M_1993_LOWER
4083,Mexico,48,M_1976_UPPER
3646,Brasil,65,B_1959_UPPER
4636,Paraguay,76,P_1948_MID
378,arg,49,A_1975_MID
489,PAR,48,P_1976_LOWER
